Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
29,21,2.5,19,0.0,1012.75,6,0,8.5,0,
7,90,20.0,94,2.0,1008.08,11,1,2.0,2,
10,98,25.0,104,1.0,1016.82,2,3,1.5,2,
25,68,3.5,6,0.0,1016.07,11,1,8.0,0,
34,55,1.5,12,0.0,1027.21,11,1,10.0,2,
27,72,1.0,29,2.0,1003.38,1,1,6.0,1,
49,60,11.5,23,1.0,1168.21,7,1,9.0,1,
22,60,19.5,79,2.0,998.11,3,3,4.0,0,
24,81,16.0,102,2.0,1004.86,4,3,4.5,0,
32,78,16.0,52,2.0,997.01,3,3,3.5,1,
34,78,11.0,71,2.0,996.85,3,2,4.5,2,
-4,76,19.5,97,2.0,986.84,1,0,2.5,2,
27,63,9.0,72,2.0,1000.61,0,2,4.0,1,
-11,107,15.5,96,2.0,990.58,12,0,1.5,0,
17,100,22.5,103,2.0,995.95,3,0,1.5,1,
-6,88,0.0,92,2.0,983.02,0,0,1.5,2,
40,54,5.5,1,0.0,1012.63,10,1,10.0,2,
26,87,16.0,62,2.0,1009.56,3,3,2.5,0,
22,37,0.5,0,1.0,1024.23,8,3,5.5,1,
41,62,5.0,3,0.0,1025.98,9,3,5.5,2,
-10,74,0.0,33,1.0,1171.26,12,2,13.0,0,
23,38,8.0,5,1.0,1024.54,11,2,7.5,1,
11,69,11.5,52,1.0,1017.58,2,1,3.5,2,
11,65,9.5,92,2.0,1012.44,1,2,2.5,0,
33,86,7.5,69,1.0,993.1,1,0,5.0,1,
4,84,8.5,72,2.0,993.53,0,0,4.0,2,
-7,94,15.0,54,2.0,994.51,1,0,1.5,2,
27,59,6.0,0,0.0,1015.53,10,3,7.0,1,
1,86,0.5,72,1.0,994.27,1,0,4.0,0,
23,57,1.0,14,0.0,1018.4,11,1,9.0,0,
32,61,11.0,26,2.0,1007.59,2,2,6.5,1,
39,22,4.0,13,1.0,1016.5,7,1,5.5,0,
32,86,12.0,65,2.0,990.41,2,1,4.0,1,
44,73,23.0,77,1.0,1014.05,7,3,6.5,2,
25,79,10.5,11,2.0,1004.03,4,1,7.5,0,
1,84,1.0,72,2.0,989.89,0,0,4.5,2,
13,53,8.5,33,,1005.78,5,1,10.5,2,
13,60,10.5,76,1.0,881.44,12,2,3.0,0,
25,68,4.0,32,1.0,1009.22,2,2,5.5,1,
32,50,9.5,4,0.0,1014.8,5,3,6.5,1,
43,63,2.0,16,0.0,1026.88,10,1,5.0,2,
21,58,0.5,12,1.0,1012.28,4,2,6.5,2,
18,101,18.0,97,1.0,1023.5,5,3,3.0,1,
-7,92,7.5,56,1.0,995.37,0,0,1.5,0,
10,63,0.5,11,1.0,1015.01,2,1,6.0,2,
67,86,8.0,92,0.0,1029.38,1,1,5.5,0,
-5,68,16.0,53,2.0,992.35,1,0,3.5,2,
23,73,10.0,90,1.0,1006.81,1,3,2.0,2,
21,71,5.0,98,1.0,1000.06,0,1,4.5,1,
48,103,21.0,92,1.0,1013.95,8,2,2.5,0,
-11,48,8.0,56,2.0,885.49,12,3,3.5,0,
21,26,5.5,75,,1010.06,2,1,6.0,1,
0,69,3.5,73,2.0,980.46,0,0,1.5,0,
26,64,4.5,23,1.0,1002.01,2,1,5.5,1,
4,67,0.0,72,2.0,998.78,1,0,4.5,2,
28,47,6.0,11,0.0,1029.11,7,0,6.0,2,
-7,69,14.5,74,1.0,986.83,1,0,3.5,0,
40,64,8.0,5,1.0,1010.18,6,3,5.0,0,
2,62,0.5,59,2.0,980.81,0,0,4.0,0,
15,76,1.0,31,1.0,1006.98,4,1,7.0,1,
10,70,17.0,57,1.0,994.93,3,3,5.0,2,
18,88,7.0,65,2.0,995.42,2,2,2.0,1,
29,96,11.5,79,1.0,1013.23,0,1,1.0,0,
41,55,4.0,11,0.0,1015.43,11,0,6.5,1,
2,89,14.5,65,2.0,995.91,1,0,4.0,2,
36,37,5.5,0,0.0,1024.56,7,3,9.5,1,
36,69,3.5,13,1.0,1011.37,10,2,5.5,2,
33,74,7.0,55,1.0,1016.64,3,2,2.5,0,
-6,82,6.5,76,2.0,983.94,1,0,2.5,0,
-1,99,12.5,65,2.0,992.26,0,0,4.0,2,
2,76,4.0,64,2.0,997.51,1,0,2.5,0,
2,94,16.0,53,1.0,994.07,1,0,2.0,2,
32,80,15.5,61,2.0,1012.02,0,0,4.0,1,
31,42,5.5,12,1.0,1017.8,6,0,5.5,0,
29,90,18.5,57,2.0,1004.04,2,0,3.5,1,
36,57,6.0,7,0.0,1029.06,8,0,10.0,0,
38,26,6.5,15,0.0,1013.49,6,0,9.0,0,
4,67,2.0,87,1.0,989.93,0,0,2.5,2,
21,86,18.0,65,2.0,1001.12,3,0,2.5,0,
-2,74,0.5,37,2.0,993.32,2,0,4.5,0,
0,82,18.5,88,2.0,989.19,0,0,1.0,2,
11,73,7.5,17,1.0,1004.39,2,1,7.5,1,
18,95,6.5,70,2.0,1001.9,3,3,4.0,1,
20,51,1.0,5,0.0,1021.11,6,0,5.0,1,
-6,66,20.0,61,2.0,981.8,0,0,1.0,0,
-6,24,9.0,47,1.0,1047.84,1,3,6.5,2,
-6,66,7.0,95,2.0,992.79,0,0,3.0,0,
22,91,11.0,55,2.0,1001.55,3,2,4.5,2,
-18,22,15.0,30,2.0,863.76,13,2,6.0,2,
-4,90,10.0,62,2.0,995.39,1,0,5.0,2,
20,65,3.0,4,0.0,1013.44,7,1,6.0,1,
25,39,6.5,4,0.0,1020.51,7,3,9.5,2,
44,58,3.5,14,0.0,1027.14,5,0,8.5,2,
19,74,9.0,75,2.0,1004.9,2,1,1.5,1,
22,89,6.0,76,2.0,1015.07,1,3,2.0,0,
20,24,5.0,15,1.0,1015.21,9,1,7.0,1,
12,60,8.0,32,2.0,1017.74,3,1,8.0,0,
-1,31,8.0,43,,861.2,0,0,4.0,2,
34,42,3.5,18,0.0,1027.21,11,2,7.5,1,
39,53,2.0,2,0.0,1023.73,5,0,9.0,2,
40,54,7.5,5,0.0,1016.0,10,1,6.0,2,
-7,78,22.5,90,2.0,991.29,4,0,1.5,0,
-2,74,6.0,67,2.0,986.08,1,0,3.0,0,
-7,66,12.5,78,2.0,991.7,1,0,5.0,0,
20,67,13.0,15,2.0,1010.2,2,2,5.0,0,
63,70,22.5,81,1.0,1015.23,2,2,8.5,2,
23,25,2.5,12,1.0,1012.08,8,1,6.5,0,
-2,101,12.0,75,2.0,989.34,8,0,3.5,0,
-1,63,13.5,91,2.0,997.24,1,0,5.0,0,
22,74,18.5,106,2.0,990.13,9,3,0.5,1,
22,56,0.0,5,0.0,1019.52,10,1,9.5,2,
-8,88,11.5,52,2.0,984.01,1,0,2.0,0,
-3,84,1.5,62,2.0,987.14,0,0,3.5,2,
42,103,2.0,80,2.0,1015.23,6,0,5.5,2,
11,79,13.5,59,1.0,995.65,0,3,2.0,1,
24,94,17.0,80,2.0,997.64,0,1,1.0,2,
32,54,11.0,46,2.0,1009.87,2,1,7.0,0,
44,65,3.0,19,1.0,1023.68,5,1,8.0,1,
2,93,16.5,74,2.0,984.55,0,0,3.5,2,
41,46,4.0,17,0.0,1029.29,11,2,9.5,0,
24,54,3.0,23,1.0,1013.48,2,2,7.5,0,
26,70,9.5,97,2.0,1012.6,2,3,3.0,0,
4,90,17.5,53,2.0,985.0,1,0,2.0,0,
27,28,6.5,15,1.0,1024.17,10,0,8.0,1,
32,78,8.0,59,2.0,993.87,2,3,2.0,0,
13,67,11.0,38,2.0,1018.08,3,3,6.0,0,
23,54,6.0,4,0.0,1013.62,11,2,6.0,1,
30,90,19.0,57,2.0,1013.37,3,1,1.0,1,
20,77,8.5,97,2.0,998.6,2,3,3.5,1,
-2,97,13.0,95,2.0,999.59,0,0,4.5,0,
28,45,7.5,1,0.0,1019.2,9,1,5.0,0,
23,87,6.0,78,1.0,1002.02,2,0,1.5,1,
34,61,1.5,48,2.0,1004.8,4,2,6.5,2,
34,36,3.0,2,0.0,1023.66,9,1,9.0,1,
32,51,2.0,7,1.0,1019.44,11,2,8.0,2,
15,73,6.5,36,1.0,1001.9,1,0,6.5,1,
43,23,5.0,12,0.0,1019.11,8,3,6.5,0,
25,69,2.0,29,1.0,1014.87,2,3,5.0,1,
-7,85,16.5,86,2.0,986.51,0,0,4.0,0,
-10,35,2.0,98,2.0,974.79,13,1,4.5,2,
32,96,15.0,66,2.0,992.73,1,3,4.0,2,
20,82,9.5,89,2.0,1002.04,1,3,4.0,0,
30,65,12.5,88,2.0,996.55,1,3,3.5,0,
4,68,14.5,55,1.0,983.03,1,0,5.0,2,
44,80,2.0,71,0.0,1019.3,5,1,2.5,1,
29,33,8.5,14,0.0,1021.12,10,1,5.5,1,
22,53,5.5,13,2.0,1012.65,1,1,5.0,0,
21,43,0.0,6,0.0,1015.69,10,2,7.0,1,
12,89,6.5,86,2.0,992.27,2,2,1.5,1,
34,74,9.0,31,2.0,1014.22,4,1,8.5,1,
31,45,2.0,1,0.0,1025.05,5,0,8.0,1,
5,81,42.5,93,2.0,981.93,3,0,4.5,2,
27,79,2.0,47,2.0,1010.62,1,0,7.5,2,
5,109,32.0,71,2.0,990.96,7,0,2.0,0,
29,70,12.0,26,1.0,1004.95,4,3,7.0,1,
-9,80,26.0,108,2.0,982.94,10,0,2.5,0,
65,108,24.5,101,2.0,1004.05,10,1,2.5,2,
28,59,5.5,47,1.0,1018.25,4,1,8.5,0,
42,55,0.5,1,0.0,1012.65,6,0,9.0,1,
-4,96,3.0,88,1.0,994.41,1,0,4.0,2,
20,37,9.0,7,1.0,1017.33,9,0,8.0,0,
24,64,8.0,4,1.0,1026.0,7,2,7.0,0,
28,25,0.0,4,0.0,1011.8,10,2,6.5,0,
11,53,1.5,37,1.0,1002.88,1,0,5.5,2,
-9,86,7.5,84,2.0,984.42,1,0,2.5,2,
43,60,7.5,15,1.0,1018.29,10,0,9.5,0,
34,62,11.5,70,2.0,865.18,3,2,6.5,0,
24,72,21.0,73,1.0,1011.05,5,3,9.0,1,
-5,62,15.0,81,2.0,997.01,0,0,4.0,2,
21,77,1.5,24,2.0,1012.46,1,2,7.5,2,
42,87,17.5,100,1.0,1016.17,8,2,8.0,0,
19,93,10.5,62,2.0,1005.84,2,3,1.0,0,
-8,82,15.0,97,2.0,982.82,0,0,1.0,0,
-9,65,13.5,85,1.0,986.87,1,0,2.0,2,
43,48,1.0,4,0.0,1026.68,10,3,9.0,1,
24,46,1.5,8,0.0,1011.28,7,1,5.5,1,
-10,69,4.5,76,2.0,985.12,0,0,4.5,2,
42,36,0.0,6,0.0,1025.66,11,2,9.0,2,
25,83,15.5,85,2.0,1008.85,0,2,3.5,0,
4,94,11.5,60,2.0,993.01,1,0,4.0,0,
23,79,7.5,59,2.0,1013.36,0,2,1.0,2,
16,64,11.5,44,1.0,1004.43,1,1,6.0,1,
11,80,11.5,82,1.0,1009.35,0,2,3.5,1,
29,90,5.5,72,1.0,991.74,3,0,4.0,0,
22,98,16.5,59,1.0,1008.4,0,3,2.5,1,
31,57,0.5,31,2.0,1014.71,1,3,5.5,1,
13,78,3.0,48,2.0,1009.76,3,2,8.5,2,
28,58,6.5,13,0.0,1020.6,8,3,8.5,1,
-5,60,16.5,86,2.0,991.61,0,0,3.0,0,
16,85,17.5,66,1.0,990.29,3,2,3.5,0,
3,61,18.5,68,2.0,980.99,1,0,3.0,2,
15,65,0.0,49,1.0,1011.26,1,2,8.5,1,
29,86,12.0,80,2.0,1012.5,0,3,2.5,0,
29,91,13.5,100,1.0,1010.07,0,2,1.0,0,
34,72,0.5,24,1.0,1007.94,1,0,5.5,1,
-2,82,11.5,59,1.0,994.22,1,0,3.0,0,
-6,79,9.5,78,2.0,982.01,1,0,5.0,2,
16,98,17.0,97,1.0,998.88,0,0,2.5,1,
0,84,12.0,97,2.0,998.65,0,0,1.0,2,
31,63,2.0,21,1.0,1000.26,2,1,7.5,0,
32,78,6.0,62,1.0,1005.93,0,3,1.0,1,
31,30,9.0,0,1.0,1014.06,8,3,9.5,1,
21,94,8.5,74,1.0,998.83,0,0,5.0,1,
23,64,3.0,35,1.0,1007.27,1,0,5.5,2,
13,76,1.5,26,2.0,1010.53,3,3,6.5,0,
13,65,6.5,87,2.0,1015.51,3,0,5.0,1,
24,68,9.5,77,1.0,1002.0,1,3,3.5,1,
-4,97,15.0,51,2.0,994.13,0,0,2.0,0,
14,56,13.0,19,1.0,1006.87,2,0,6.5,1,
-6,74,30.0,81,2.0,983.0,8,0,4.5,2,
11,53,9.5,31,1.0,1019.37,3,0,7.5,2,
33,75,9.0,32,1.0,1005.74,3,0,7.0,2,
47,103,6.5,86,0.0,1016.83,12,2,2.5,0,
-9,73,14.5,75,2.0,990.27,0,0,2.0,2,
34,56,10.5,14,1.0,1019.51,4,0,9.0,1,
33,78,25.5,98,2.0,1001.14,3,3,2.5,2,
44,105,15.5,92,0.0,1027.02,6,1,11.5,0,
28,22,8.5,12,1.0,1022.09,10,3,6.5,2,
13,85,10.0,107,0.0,1020.87,2,3,2.5,1,
40,68,8.5,18,1.0,1022.23,11,1,9.5,2,
51,85,3.5,91,1.0,1002.21,2,2,1.0,0,
44,34,7.0,15,0.0,1012.12,10,1,9.5,1,
25,88,13.0,91,2.0,1000.0,1,0,1.0,2,
29,30,5.0,18,0.0,1024.95,5,3,9.0,0,
-2,83,6.5,55,1.0,981.21,1,0,1.0,0,
16,76,12.5,41,2.0,837.31,3,1,15.0,1,
25,68,4.0,24,2.0,1006.03,2,1,7.5,0,
-1,75,1.5,99,1.0,997.3,0,0,2.0,2,
26,65,2.0,36,1.0,1018.65,3,3,6.0,0,
18,99,6.0,54,1.0,1000.26,3,3,5.0,1,
35,20,9.5,10,0.0,1017.75,9,0,6.5,1,
29,58,7.5,13,1.0,1009.57,2,3,8.5,0,
32,38,9.0,18,0.0,1027.24,6,3,9.5,0,
16,66,11.0,29,2.0,1012.36,4,0,6.5,2,
0,67,13.5,50,2.0,985.17,0,0,5.0,2,
15,74,14.0,86,1.0,1017.49,3,3,4.0,2,
29,68,17.5,63,1.0,1017.96,3,2,4.5,1,
44,48,4.0,17,1.0,1027.7,6,3,5.5,2,
34,59,4.5,31,2.0,1016.17,1,2,6.5,2,
-7,66,17.5,71,1.0,994.99,1,0,5.0,0,
27,75,5.0,19,1.0,1012.9,2,0,5.5,1,
-10,27,3.0,92,,996.43,10,0,1.0,1,
39,29,4.5,1,0.0,1020.96,7,2,8.5,1,
30,49,7.0,13,0.0,1029.29,9,1,8.5,0,
21,58,6.0,26,1.0,1017.49,4,2,7.0,2,
24,50,5.0,18,0.0,1020.65,8,2,8.5,0,
-13,34,9.5,15,,940.59,0,2,16.5,1,
-3,68,10.5,60,2.0,980.49,1,0,4.5,2,
39,34,3.0,14,0.0,1022.95,10,2,6.0,1,
28,59,7.0,12,1.0,1029.83,9,3,8.0,2,
-9,81,2.0,57,2.0,994.24,1,0,1.0,0,
42,20,5.5,40,2.0,1058.82,4,3,15.0,0,
26,67,9.0,27,1.0,1010.57,4,2,6.5,0,
33,65,10.0,48,1.0,1001.11,4,3,7.0,2,
12,62,7.0,82,,1173.16,12,1,0.5,0,
-20,99,30.5,92,2.0,993.27,10,0,2.0,2,
27,58,8.0,38,2.0,1004.35,1,1,6.5,1,
1,69,19.5,90,2.0,981.82,1,0,3.5,0,
20,88,17.0,62,2.0,1004.58,2,0,1.0,2,
11,68,3.5,31,1.0,902.53,8,0,9.0,1,
-10,92,4.0,73,2.0,980.32,1,0,3.0,2,
29,86,13.5,72,2.0,993.32,1,1,3.5,0,
-4,90,8.0,92,2.0,997.91,1,0,4.0,0,
34,73,0.5,43,1.0,1002.43,1,2,8.0,2,
-20,24,8.5,12,1.0,870.06,12,0,15.5,0,
34,68,2.0,26,1.0,1018.39,1,0,6.5,2,
36,23,0.5,7,1.0,1021.68,6,1,10.0,1,
36,54,6.5,9,0.0,1016.25,11,0,8.5,0,
-4,90,9.0,51,2.0,989.63,1,0,1.0,2,
17,70,0.5,17,1.0,1005.14,3,3,5.0,2,
-1,44,5.0,29,,875.87,13,3,16.5,2,
2,98,35.5,96,2.0,982.31,4,0,0.5,2,
26,99,19.5,89,2.0,996.13,3,2,2.5,0,
14,88,18.5,55,2.0,1010.7,1,1,1.5,2,
29,50,12.5,34,2.0,1013.72,2,3,8.5,1,
-3,64,17.5,98,2.0,992.83,0,0,1.5,2,
21,49,1.5,15,0.0,1010.81,5,3,9.5,1,
60,88,21.0,78,2.0,1009.94,10,0,8.5,1,
16,85,7.0,96,2.0,995.5,1,2,2.0,1,
4,65,7.0,77,1.0,980.37,0,0,3.5,2,
28,81,15.5,68,2.0,995.69,1,3,3.5,0,
-2,67,9.5,86,2.0,998.99,1,0,4.5,0,
23,67,2.0,48,1.0,1010.84,1,1,6.5,0,
34,84,6.0,53,2.0,1000.59,0,0,2.0,2,
1,87,16.5,97,2.0,980.6,1,0,4.0,0,
-2,77,1.5,74,2.0,999.69,0,0,1.5,2,
28,77,15.0,94,1.0,1014.93,7,2,6.5,0,
28,45,9.0,16,0.0,1016.3,9,0,5.0,2,
-3,91,19.0,103,1.0,982.83,9,0,5.5,0,
30,78,9.0,82,2.0,1010.4,1,2,3.0,2,
25,69,6.5,13,0.0,1014.51,7,0,8.5,2,
11,85,7.0,56,2.0,1015.69,0,1,3.0,2,
17,65,13.5,95,2.0,1001.51,0,0,2.0,2,
31,78,10.0,95,1.0,995.76,3,1,3.5,0,
20,78,5.5,63,2.0,1006.51,3,0,4.0,0,
2,84,0.0,74,2.0,994.41,0,0,3.0,0,
22,87,9.5,52,2.0,996.79,2,2,4.0,0,
-1,66,15.0,56,2.0,988.43,0,0,1.5,0,
26,32,9.5,7,0.0,1017.0,6,2,6.5,1,
6,83,12.5,103,2.0,991.4,8,0,1.5,0,
-8,65,9.5,62,2.0,989.99,0,0,4.0,0,
35,58,2.0,6,1.0,1011.89,11,1,6.0,1,
20,51,12.5,45,1.0,1019.45,2,0,6.0,2,
14,42,10.5,83,,1078.65,7,0,10.0,2,
-2,88,5.5,77,2.0,988.18,0,0,4.0,2,
30,86,20.0,80,2.0,1015.09,1,2,4.5,1,
30,69,6.5,3,0.0,1021.29,9,2,9.0,1,
24,64,14.5,78,1.0,1004.06,3,2,3.5,0,
24,42,2.5,1,1.0,1019.33,7,2,6.0,2,
43,40,3.5,14,1.0,1021.29,11,3,6.0,0,
17,71,18.0,98,1.0,1015.84,3,2,4.0,1,
19,55,8.5,29,1.0,1017.26,3,0,7.0,1,
36,54,4.5,3,0.0,1018.81,7,3,7.5,1,
29,92,12.5,82,2.0,1010.49,2,2,1.5,0,
32,74,9.5,39,1.0,1003.85,2,3,6.0,0,
20,78,15.0,44,1.0,1004.76,4,1,6.5,0,
11,81,16.5,81,2.0,1016.78,3,3,3.5,0,
31,87,16.5,84,2.0,1004.67,2,2,2.5,2,
13,94,9.5,90,1.0,1019.97,0,3,5.0,0,
31,57,1.5,23,2.0,1007.31,2,0,7.5,2,
24,69,8.0,88,2.0,1017.97,3,3,3.0,1,
25,60,19.0,61,2.0,1019.55,0,2,1.5,2,
27,76,19.5,72,1.0,1012.93,0,1,1.5,2,
-6,79,8.5,87,2.0,999.56,0,0,2.5,2,
59,78,20.5,95,1.0,1018.52,7,2,1.5,0,
20,48,4.5,17,0.0,1014.45,6,0,7.5,2,
33,68,10.5,10,1.0,1016.84,1,0,7.5,1,
27,89,11.0,69,2.0,1016.05,1,0,1.5,1,
21,72,10.5,20,1.0,1012.04,3,3,6.5,0,
-5,79,6.5,89,2.0,999.7,1,0,2.0,0,
34,90,15.5,52,2.0,1014.19,1,1,2.0,0,
-7,93,11.5,79,2.0,993.93,0,0,3.5,0,
9,48,13.5,60,1.0,1074.0,12,3,19.0,2,
26,85,7.5,62,1.0,992.74,3,0,1.0,2,
9,93,14.5,82,1.0,1000.24,10,2,8.0,0,
-8,81,5.5,90,2.0,989.1,1,0,5.0,0,
16,68,11.0,82,2.0,990.52,0,2,2.0,1,
-7,95,4.5,94,1.0,998.01,1,0,2.0,2,
17,61,15.0,61,1.0,1018.76,1,3,1.0,2,
26,62,9.0,13,0.0,1012.34,7,1,5.5,0,
20,51,2.5,10,0.0,1015.27,5,0,8.0,2,
-4,94,20.0,60,2.0,997.5,0,0,2.5,2,
25,69,11.5,36,2.0,1019.41,3,3,5.5,2,
-3,42,3.0,23,2.0,1080.12,10,0,6.0,0,
12,81,13.0,82,2.0,1007.72,2,0,3.0,2,
20,94,17.0,67,2.0,1019.77,1,3,4.5,2,
32,56,7.5,25,2.0,1009.36,3,1,8.0,1,
14,77,8.5,18,1.0,1017.04,4,1,6.0,1,
10,79,5.0,91,2.0,1017.95,3,3,2.0,1,
31,68,8.0,16,0.0,1022.01,6,2,7.0,1,
-2,95,13.0,99,2.0,998.75,1,0,4.0,0,
33,88,7.0,69,2.0,990.78,3,2,3.5,1,
20,48,8.0,5,0.0,1024.72,10,3,7.5,1,
24,78,13.0,89,2.0,1011.2,1,1,4.5,2,
10,68,10.5,23,1.0,1013.19,1,2,8.5,1,
31,78,3.5,40,2.0,1008.57,2,0,8.0,2,
-10,73,3.0,96,2.0,997.89,0,0,4.0,2,
13,59,5.0,15,2.0,1005.92,4,3,7.5,0,
44,51,7.5,17,0.0,1026.49,6,2,6.0,0,
40,69,13.0,17,1.0,995.72,2,1,18.0,0,
7,98,27.0,84,2.0,1012.19,11,3,2.0,0,
27,69,13.0,25,1.0,1019.41,4,2,6.5,1,
16,92,18.5,50,2.0,995.44,3,1,3.0,0,
3,64,3.5,87,2.0,986.96,1,0,2.0,0,
16,69,3.0,21,1.0,1005.7,1,0,7.0,0,
47,46,10.5,64,2.0,1014.84,4,0,12.5,1,
33,65,7.0,66,1.0,1013.95,3,2,2.0,1,
-7,99,2.5,96,2.0,996.58,1,0,2.5,2,
24,63,9.5,41,1.0,1016.23,4,2,7.5,2,
32,77,12.0,18,1.0,1009.94,1,2,8.5,0,
-7,63,8.0,51,2.0,989.17,1,0,2.5,2,
20,27,8.0,15,0.0,1015.11,11,1,9.0,2,
29,94,12.0,57,1.0,1002.82,1,3,2.5,1,
21,69,2.5,7,0.0,1026.75,7,2,5.0,0,
25,64,12.5,43,1.0,1014.07,3,2,8.5,2,
31,78,11.0,73,1.0,1011.63,3,0,4.5,0,
41,37,9.0,19,1.0,1010.06,11,0,8.0,2,
-7,68,12.5,95,2.0,988.38,1,0,3.0,2,
3,97,3.5,91,1.0,999.35,1,0,4.5,2,
16,63,7.0,56,2.0,991.87,1,3,2.0,1,
23,35,2.0,2,0.0,1015.41,5,2,6.5,2,
41,66,5.5,6,0.0,1012.98,9,2,8.0,2,
22,56,3.5,18,1.0,1001.16,3,3,8.5,2,
57,108,10.5,87,0.0,1010.41,3,2,3.0,0,
43,100,30.0,85,2.0,1011.72,10,3,1.5,0,
37,31,3.0,15,0.0,1018.19,5,3,8.0,1,
22,92,12.0,75,0.0,1024.34,8,3,3.0,0,
22,29,2.0,0,0.0,1029.85,5,1,10.0,2,
-9,83,3.0,89,2.0,983.82,1,0,3.5,2,
4,83,6.0,67,2.0,984.43,0,0,4.5,0,
3,92,3.5,70,2.0,991.08,1,0,4.0,0,
15,96,11.0,57,2.0,1016.98,0,3,4.0,2,
4,69,11.5,96,2.0,980.67,0,0,2.5,2,
26,54,6.0,28,1.0,1004.66,2,0,5.0,1,
20,89,11.5,76,1.0,1029.28,12,1,8.5,0,
41,66,5.0,3,1.0,1025.46,6,0,5.5,1,
-17,86,4.0,101,2.0,997.72,7,0,5.0,2,
24,28,1.0,9,1.0,1023.11,6,1,5.0,1,
19,71,3.5,35,2.0,1010.93,3,1,6.0,0,
20,48,2.5,16,0.0,1029.59,6,2,9.0,0,
22,60,8.5,39,1.0,1004.38,2,0,6.0,2,
3,93,5.0,81,2.0,983.51,1,0,2.5,0,
38,77,11.5,33,1.0,1129.16,3,0,1.0,1,
29,61,10.5,39,2.0,1014.32,2,2,8.5,0,
19,69,11.5,47,2.0,1014.36,1,3,5.0,2,
-2,65,18.0,62,2.0,990.98,1,0,2.0,0,
33,92,17.5,55,1.0,1004.05,1,1,4.0,0,
26,69,4.5,44,2.0,1013.71,3,1,8.0,0,
-8,90,7.0,78,2.0,987.97,1,0,4.0,0,
-7,89,6.0,76,2.0,998.16,0,0,1.5,0,
37,98,14.5,108,1.0,1004.23,4,0,8.0,1,
22,72,7.0,47,2.0,1007.96,3,0,6.0,2,
-7,87,2.5,95,1.0,987.33,0,0,1.5,2,
3,54,5.5,91,,1061.43,11,3,17.5,2,
53,92,10.5,89,1.0,1001.2,1,3,2.0,0,
36,43,5.0,7,0.0,1010.69,9,3,8.0,0,
-3,61,15.5,65,1.0,996.99,0,0,2.5,2,
28,64,0.5,12,1.0,1005.24,1,1,8.5,2,
11,93,7.0,64,2.0,1019.45,1,0,4.5,0,
-7,64,10.5,69,,908.14,13,1,4.0,0,
34,74,9.0,57,2.0,1005.97,1,1,3.0,1,
32,41,6.0,5,0.0,1022.04,8,0,10.0,0,
17,75,14.0,30,1.0,1011.56,4,3,5.0,0,
27,59,2.0,6,1.0,1024.88,10,2,6.0,2,
27,71,17.5,90,2.0,995.1,2,0,2.5,2,
-16,97,16.0,106,2.0,986.93,0,0,3.5,0,
24,86,16.0,92,0.0,1021.94,6,1,1.0,0,
21,60,10.5,44,1.0,1000.43,2,3,6.0,0,
15,89,4.0,96,1.0,1019.24,5,3,10.0,1,
17,72,12.0,46,1.0,990.66,10,1,20.0,0,
10,53,3.0,18,2.0,1013.03,4,3,6.0,0,
33,45,1.5,2,0.0,1010.9,10,0,8.5,2,
32,54,3.5,35,1.0,1005.89,4,3,8.5,1,
31,90,5.5,91,2.0,1009.61,3,2,2.0,2,
7,66,2.0,83,2.0,1127.9,9,1,5.5,0,
21,86,39.0,103,2.0,1002.57,14,2,1.0,0,
24,52,4.5,13,0.0,1014.56,8,2,9.5,2,
10,63,9.5,59,2.0,1016.38,1,1,1.5,0,
2,77,4.5,75,1.0,986.27,0,0,3.5,2,
10,66,8.5,27,1.0,1005.36,4,2,5.5,0,
4,66,6.0,87,2.0,995.11,0,0,1.5,0,
34,75,15.0,18,1.0,1004.07,4,1,5.5,0,
24,88,7.0,64,2.0,1000.3,1,0,3.0,1,
31,50,11.0,29,2.0,1007.61,2,1,8.0,2,
16,73,12.0,79,2.0,997.53,2,0,2.5,0,
20,77,14.5,75,1.0,1012.25,3,1,4.5,2,
15,74,1.0,49,1.0,1007.03,3,3,5.0,1,
-11,75,17.0,104,2.0,985.86,13,0,2.5,2,
31,22,0.5,14,0.0,1024.36,10,1,6.0,1,
-7,94,2.0,94,1.0,982.84,0,0,3.5,2,
29,59,3.5,33,2.0,1007.96,3,1,7.0,1,
30,84,15.0,62,2.0,991.86,3,0,1.0,1,
17,68,2.5,39,1.0,1011.1,4,0,8.0,0,
40,35,6.5,0,1.0,1029.38,5,0,8.5,1,
17,76,13.5,97,2.0,993.8,0,2,4.0,0,
24,64,12.5,87,1.0,1002.26,2,2,3.0,0,
55,78,22.0,72,1.0,1015.65,4,1,4.5,1,
27,29,11.0,67,2.0,989.96,9,3,17.0,1,
-7,92,4.5,78,2.0,990.01,5,0,3.0,2,
28,41,2.0,14,0.0,1021.04,6,3,5.0,0,
30,62,8.5,18,1.0,1009.95,3,3,8.0,2,
-4,97,13.5,77,2.0,987.36,0,0,3.5,2,
10,93,11.5,73,1.0,999.81,3,1,4.0,1,
24,72,18.0,62,1.0,1014.02,0,0,3.5,2,
-6,80,8.0,62,2.0,983.66,0,0,3.5,0,
20,66,7.0,24,1.0,1000.57,4,0,5.5,2,
21,94,9.5,82,1.0,995.72,2,3,4.5,1,
